date,day_of_week,carrier,fl_num,dest,sch_dep,sch_arr,arr_delay
2019-04-14,7,OO,3716,MSP,18.5,19.75,-5.0
2019-04-14,7,OO,4486,MSP,17.5,18.766666666666666,-12.0
2019-04-28,7,OO,3592,MSP,11.933333333333334,13.1,0.0
2019-04-28,7,OO,3595,SLC,18.916666666666668,21.166666666666668,-3.0
2019-04-28,7,OO,3709,DTW,19.383333333333333,21.666666666666668,-21.0
2019-04-28,7,OO,3716,MSP,18.5,19.75,-14.0
2019-04-28,7,OO,4486,MSP,17.5,18.766666666666666,-5.0
2019-04-28,7,OO,5468,DEN,19.416666666666668,21.016666666666666,35.0
2019-04-28,7,OO,5760,ORD,17.416666666666668,18.5,-21.0
2019-04-28,7,OO,5780,SFO,15.616666666666667,18.55,-20.0
2019-04-28,7,OO,5962,LAX,15.2,17.85,-1.0
2019-04-07,7,OO,5760,ORD,17.416666666666668,18.5,74.0
2019-04-07,7,OO,5780,SFO,15.616666666666667,18.55,-31.0
2019-04-07,7,OO,5962,LAX,15.2,17.85,-27.0
2019-04-07,7,MQ,3479,ORD,5.233333333333333,6.233333333333333,-21.0
2019-04-14,7,MQ,3479,ORD,5.233333333333333,6.233333333333333,-17.0
2019-04-21,7,MQ,3479,ORD,9.816666666666666,10.75,-4.0
